First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Brandon,Cash,Money,"6' 5\"",255 lbs.,--,Orthodox,10.0,4.0,0.0,
Bendy,Casimir,,"5' 5\"",145 lbs.,--,Southpaw,20.0,14.0,2.0,
Dwayne,Cason,,"5' 10\"",212 lbs.,--,Orthodox,1.0,1.0,0.0,
Joe,Cason,,"6' 3\"",205 lbs.,--,,9.0,1.0,0.0,
John,Castaneda,Sexy Mexi,"5' 6\"",135 lbs.,"71.0\"",Switch,20.0,6.0,0.0,
Eric,Castile,,"5' 8\"",145 lbs.,--,,3.0,2.0,0.0,
Gil,Castillo,,"5' 9\"",170 lbs.,--,Southpaw,8.0,5.0,0.0,
Danny,Castillo,Last Call,"5' 9\"",155 lbs.,"71.0\"",Orthodox,17.0,10.0,0.0,
Raul,Castillo,,"5' 11\"",185 lbs.,--,Orthodox,7.0,1.0,0.0,
Jenna,Castillo,,"5' 2\"",125 lbs.,--,,1.0,0.0,0.0,
Tim,Catalfo,Obake,"5' 11\"",235 lbs.,--,Orthodox,4.0,2.0,0.0,
Nick,Catone,The Jersey Devil,"6' 0\"",185 lbs.,"72.0\"",Southpaw,10.0,4.0,0.0,
Luke,Caudillo,Lil' Hulk,"5' 7\"",155 lbs.,--,Orthodox,17.0,17.0,0.0,
Gesias,Cavalcante,JZ,"5' 8\"",155 lbs.,"71.0\"",Orthodox,21.0,10.0,1.0,
Rafael,Cavalcante,Feijao,"6' 1\"",205 lbs.,"74.0\"",Orthodox,12.0,7.0,0.0,
Jacqueline,Cavalcanti,,--,135 lbs.,--,,5.0,1.0,0.0,
Magnus,Cedenblad,Jycken,"6' 5\"",185 lbs.,"79.0\"",Orthodox,14.0,5.0,0.0,
Yosdenis,Cedeno,Pink Panther,"5' 8\"",155 lbs.,"69.0\"",Orthodox,10.0,6.0,1.0,
Henry,Cejudo,Triple C,"5' 4\"",135 lbs.,"64.0\"",Orthodox,16.0,3.0,0.0,
Adam,Cella,El Naturel,"6' 2\"",170 lbs.,--,,6.0,8.0,0.0,
Vinicius,Cenci,Chambinho,"6' 1\"",155 lbs.,"74.0\"",Orthodox,7.0,2.0,0.0,
Donald,Cerrone,Cowboy,"6' 1\"",155 lbs.,"73.0\"",Orthodox,36.0,17.0,0.0,
Jared,Chaffee,,"5' 10\"",155 lbs.,--,,5.0,2.0,0.0,
Luan,Chagas,Tarzan,"6' 0\"",170 lbs.,"75.0\"",Orthodox,15.0,3.0,1.0,
Edgar,Chairez,Pitbull,"5' 7\"",125 lbs.,"71.0\"",Orthodox,10.0,5.0,0.0,
Ansar,Chalangov,,"5' 9\"",170 lbs.,--,Orthodox,14.0,5.0,0.0,
Alex,Chambers,Astro Girl,"5' 3\"",115 lbs.,"63.0\"",Southpaw,5.0,5.0,0.0,
Michael,Chandler,Iron,"5' 8\"",155 lbs.,"71.0\"",Orthodox,23.0,8.0,0.0,
Chelsea,Chandler,,"5' 8\"",145 lbs.,"68.0\"",Southpaw,5.0,2.0,0.0,
Donnie,Chappell,,"5' 11\"",178 lbs.,--,Southpaw,0.0,1.0,0.0,
Joe,Charles,The Ghetto Man,"6' 1\"",260 lbs.,--,Southpaw,6.0,13.0,0.0,
Dan,Charles,The Man,"6' 2\"",228 lbs.,--,,10.0,6.0,1.0,
Ernest,Chavez,EJ,"5' 8\"",145 lbs.,"70.0\"",Orthodox,10.0,2.0,0.0,
Emilio,Chavez,,"5' 9\"",145 lbs.,--,,12.0,9.0,0.0,
Danny,Chavez,The Colombian Warrior,"5' 8\"",145 lbs.,"67.0\"",Orthodox,11.0,5.0,1.0,
Gabriel,Checco,Zangief,"6' 1\"",185 lbs.,--,Switch,10.0,2.0,0.0,
Albert,Cheng,,"5' 11\"",170 lbs.,--,Orthodox,7.0,4.0,0.0,
Fabio,Cherant,Water Buffalo,"6' 1\"",205 lbs.,"74.0\"",Southpaw,7.0,4.0,0.0,
Ion,Cherdivara,,--,205 lbs.,--,,1.0,1.0,0.0,
Mark,Cherico,The Pride of Bloomfield,"5' 7\"",145 lbs.,"69.0\"",Orthodox,11.0,1.0,0.0,
Macy,Chiasson,,"5' 11\"",135 lbs.,"72.0\"",Orthodox,9.0,3.0,0.0,
Michael,Chiesa,Maverick,"6' 1\"",170 lbs.,"75.0\"",Southpaw,18.0,6.0,0.0,
Giga,Chikadze,Ninja,"6' 0\"",145 lbs.,"74.0\"",Orthodox,14.0,3.0,0.0,
Khamzat,Chimaev,Borz,"6' 2\"",185 lbs.,"75.0\"",Orthodox,12.0,0.0,0.0,
Sako,Chivitchian,,"5' 11\"",155 lbs.,--,,8.0,1.0,0.0,
Mu Bae,Choi,,"6' 2\"",230 lbs.,--,Orthodox,12.0,6.0,0.0,
Hong Man,Choi,Techno Goliath,"7' 2\"",330 lbs.,--,Orthodox,4.0,5.0,0.0,
Dooho,Choi,The Korean Superboy,"5' 10\"",145 lbs.,"70.0\"",Orthodox,14.0,4.0,1.0,
SeungWoo,Choi,Sting,"6' 0\"",145 lbs.,"74.0\"",Orthodox,10.0,6.0,0.0,
SeungGuk,Choi,,"5' 6\"",125 lbs.,"64.0\"",Orthodox,7.0,2.0,0.0,
John,Cholish,,"5' 11\"",155 lbs.,"74.0\"",Orthodox,8.0,3.0,0.0,
Ryo,Chonan,Piranah,"5' 9\"",170 lbs.,"70.0\"",Orthodox,22.0,13.0,0.0,
Katlyn,Chookagian,Blonde Fighter,"5' 9\"",125 lbs.,"68.0\"",Orthodox,18.0,5.0,0.0,
Will,Chope,The Kill,"6' 4\"",145 lbs.,--,Switch,34.0,13.0,0.0,
Joachim,Christensen,,"6' 3\"",205 lbs.,"76.0\"",Orthodox,14.0,6.0,0.0,
Dan,Christison,The Sandman,"6' 8\"",265 lbs.,--,Orthodox,20.0,7.0,0.0,
Anthony,Christodoulou,,"5' 9\"",155 lbs.,--,Orthodox,12.0,7.0,0.0,
Murad,Chunkaiev,,"5' 11\"",185 lbs.,--,Orthodox,8.0,4.0,0.0,
Cameron,Church,,"5' 11\"",155 lbs.,"72.0\"",Orthodox,4.0,1.0,0.0,
Steven,Ciaccio,Stryker,"6' 0\"",170 lbs.,--,,4.0,4.0,0.0,
Mike,Ciesnolevicz,,"6' 0\"",235 lbs.,--,Orthodox,19.0,4.0,0.0,
Hannah,Cifers,Shockwave,"5' 1\"",115 lbs.,"62.0\"",Orthodox,10.0,7.0,0.0,
Branko,Cikatic,,"6' 1\"",215 lbs.,--,Orthodox,0.0,2.0,0.0,
Nikolajus,Cilkinas,,--,--,--,Orthodox,2.0,6.0,0.0,
Misha,Cirkunov,,"6' 3\"",205 lbs.,"77.0\"",Orthodox,15.0,9.0,0.0,
Johnny,Cisneros,The Tattooed Terror,"5' 11\"",170 lbs.,--,,9.0,6.0,0.0,
Laverne,Clark,,"5' 11\"",170 lbs.,--,Orthodox,27.0,21.0,1.0,
Logan,Clark,,"6' 2\"",185 lbs.,--,Orthodox,18.0,6.0,0.0,
Mychal,Clark,,"6' 3\"",224 lbs.,--,Orthodox,10.0,14.0,0.0,
Dominic,Clark,,"5' 10\"",155 lbs.,--,,10.0,7.0,0.0,
Heather,Clark,Hurricane,"5' 6\"",115 lbs.,"64.0\"",Orthodox,7.0,6.0,0.0,
Devin,Clark,Brown Bear,"6' 0\"",205 lbs.,"75.0\"",Orthodox,14.0,8.0,0.0,
Jessica-Rose,Clark,,"5' 5\"",135 lbs.,"64.0\"",Orthodox,11.0,9.0,0.0,
John,Clarke,,--,170 lbs.,--,,1.0,1.0,0.0,
Mitch,Clarke,Danger Zone,"5' 10\"",155 lbs.,"73.0\"",Orthodox,11.0,5.0,0.0,
Rich,Clementi,No Love,"5' 9\"",155 lbs.,"72.0\"",Southpaw,45.0,23.0,1.0,
Chris,Clements,The Menace,"5' 10\"",170 lbs.,"70.0\"",Orthodox,12.0,6.0,0.0,
RJ,Clifford,,--,160 lbs.,--,,4.0,3.0,0.0,
Mark,Climaco,,"5' 4\"",125 lbs.,"65.0\"",Southpaw,9.0,1.0,0.0,
Josh,Clopton,The Gentleman,"5' 6\"",145 lbs.,--,Orthodox,6.0,2.0,1.0,
Brian,Cobb,,"5' 11\"",155 lbs.,--,Orthodox,20.0,9.0,0.0,
Darryl,Cobb,,"5' 9\"",185 lbs.,--,,6.0,8.0,0.0,
Dave,Cochran,,"5' 6\"",155 lbs.,--,,26.0,29.0,1.0,
Dakota,Cochrane,,"5' 8\"",155 lbs.,--,,29.0,12.0,0.0,
Marloes,Coenen,,"5' 9\"",145 lbs.,"67.0\"",,23.0,8.0,0.0,
Marc,Cofer,,--,185 lbs.,--,,7.0,5.0,0.0,
John,Cofer,The Potter,"5' 9\"",155 lbs.,--,Southpaw,8.0,4.0,0.0,
Chris,Coggins,,--,--,--,,7.0,10.0,0.0,
Felipe,Colares,Cabocao,"5' 8\"",145 lbs.,"69.0\"",Orthodox,10.0,4.0,0.0,
Wayne,Cole,,"6' 1\"",205 lbs.,--,Orthodox,16.0,25.0,0.0,
Devin,Cole,,"6' 4\"",240 lbs.,--,Orthodox,20.0,10.0,1.0,
Coltin,Cole,,--,185 lbs.,--,,4.0,5.0,0.0,
Ivan,Cole,JP,"5' 9\"",135 lbs.,--,,2.0,3.0,0.0,
Chandler,Cole,The Hammer,--,--,--,,10.0,3.0,0.0,
Mark,Coleman,The Hammer,"6' 1\"",205 lbs.,"75.0\"",Orthodox,16.0,10.0,0.0,
Cortez,Coleman,Hollywood,"6' 1\"",185 lbs.,--,,13.0,8.0,0.0,
Clay,Collard,Cassius,"5' 11\"",145 lbs.,"73.0\"",Orthodox,14.0,7.0,0.0,
Jamie,Colleen,,"5' 3\"",115 lbs.,"65.0\"",Orthodox,4.0,1.0,0.0,
Jake,Collier,The Prototype,"6' 3\"",230 lbs.,"78.0\"",Orthodox,13.0,9.0,0.0,
Christian,Colombo,,"6' 5\"",265 lbs.,--,Orthodox,8.0,3.0,1.0,
Willian,Colorado,,"5' 10\"",135 lbs.,"72.0\"",,11.0,1.0,0.0,
Wes,Combs,The Soldier,"6' 2\"",205 lbs.,--,Orthodox,20.0,6.0,0.0,
Carlos,Condit,The Natural Born Killer,"6' 2\"",170 lbs.,"75.0\"",Orthodox,32.0,14.0,0.0,
Chris,Condo,,"6' 0\"",335 lbs.,--,Orthodox,0.0,1.0,0.0,
Montserrat,Conejo,,"5' 0\"",115 lbs.,"61.0\"",Southpaw,10.0,2.0,0.0,
Tristan,Connelly,Boondock,"5' 10\"",145 lbs.,"68.0\"",Orthodox,14.0,8.0,0.0,
Marcos,Conrado Jr.,,"6' 2\"",220 lbs.,--,Orthodox,5.0,1.0,0.0,
Jeremiah,Constant,,"6' 1\"",240 lbs.,--,Orthodox,11.0,8.0,0.0,
Jonathan,Contrestano,JT,--,155 lbs.,--,,6.0,0.0,0.0,
Bob,Cook,Crazy,"5' 9\"",170 lbs.,--,Orthodox,5.0,0.0,0.0,
Mike,Cook,,"6' 1\"",205 lbs.,--,Orthodox,13.0,13.0,0.0,
Chad,Cook,,"6' 2\"",205 lbs.,--,,10.0,12.0,0.0,
TJ,Cook,,--,205 lbs.,--,,13.0,5.0,0.0,
Dewey,Cooper,The Black Cobra,--,205 lbs.,--,,2.0,1.0,0.0,
Brett,Cooper,,"6' 0\"",170 lbs.,--,Orthodox,23.0,12.0,0.0,
Bill,Cooper,,--,155 lbs.,--,,2.0,1.0,0.0,
Bobby,Cooper,Super Duper,"6' 1\"",155 lbs.,--,,12.0,7.0,0.0,
Amanda,Cooper,ABC,"5' 3\"",115 lbs.,"64.0\"",Switch,3.0,5.0,0.0,
Kit,Cope,Havoc,"6' 0\"",170 lbs.,--,Orthodox,6.0,7.0,0.0,
Chris,Cope,C-Murder,"6' 0\"",170 lbs.,"72.0\"",Orthodox,8.0,4.0,0.0,
Josh,Copeland,Cuddly Bear,"6' 1\"",265 lbs.,--,Orthodox,12.0,4.0,0.0,
Michael,Cora,Kookie Monster,"6' 1\"",170 lbs.,"77.0\"",Southpaw,4.0,1.0,0.0,
Akira,Corassani,,"5' 8\"",145 lbs.,"68.0\"",Orthodox,12.0,6.0,0.0,
Muhsin,Corbbrey,,"5' 10\"",155 lbs.,--,Orthodox,17.0,9.0,0.0,
Daniel,Cormier,DC,"5' 11\"",235 lbs.,"72.0\"",Orthodox,22.0,3.0,0.0,
Nora,Cornolle,,--,135 lbs.,--,,6.0,1.0,0.0,
Clint,Coronel,,--,155 lbs.,--,,2.0,5.0,0.0,
Henry,Corrales,,"5' 9\"",145 lbs.,--,,13.0,3.0,0.0,
Bethe,Correia,Pitbull,"5' 5\"",135 lbs.,"64.0\"",Orthodox,11.0,6.0,1.0,
Wesley,Correira,Cabbage,"6' 3\"",260 lbs.,--,Orthodox,20.0,16.0,0.0,
Waldo,Cortes-Acosta,Salsa Boy,"6' 4\"",260 lbs.,"78.0\"",Orthodox,9.0,1.0,0.0,
Tracy,Cortez,,"5' 5\"",125 lbs.,"65.0\"",Orthodox,10.0,1.0,0.0,
Reyes,Cortez,JR,"5' 7\"",135 lbs.,"68.0\"",Orthodox,5.0,2.0,0.0,
Chad,Corvin,The Brave Warrior,"6' 5\"",255 lbs.,--,,5.0,0.0,0.0,
Louis,Cosce,,"5' 9\"",170 lbs.,"71.0\"",Orthodox,7.0,2.0,0.0,
Orion,Cosce,Galaxy,"5' 11\"",170 lbs.,"71.0\"",Switch,8.0,2.0,0.0,
Miguel,Cosio,,"6' 4\"",205 lbs.,--,,1.0,13.0,0.0,
Jadson,Costa,,"5' 7\"",155 lbs.,--,Orthodox,22.0,8.0,0.0,
Guilherme,Costa,The Prodigy,--,155 lbs.,--,,7.0,1.0,0.0,
Paulo,Costa,The Eraser,"6' 1\"",185 lbs.,"72.0\"",Orthodox,14.0,2.0,0.0,
Randy,Costa,The Zohan,"5' 9\"",135 lbs.,"73.0\"",Switch,6.0,4.0,0.0,
Alessandro,Costa,Nono,"5' 4\"",125 lbs.,"67.0\"",Orthodox,13.0,3.0,0.0,
Melquizael,Costa,Melk Cauthy,"5' 10\"",145 lbs.,"71.0\"",Southpaw,20.0,6.0,0.0,
Davi,Costa,O Black,--,125 lbs.,--,,14.0,3.0,0.0,
Oscar,Cota,Elevation,"6' 0\"",230 lbs.,"72.0\"",Orthodox,11.0,3.0,0.0,
Patrick,Cote,The Predator,"5' 11\"",170 lbs.,"75.0\"",Orthodox,23.0,11.0,0.0,
JC,Cottrell,,"5' 9\"",155 lbs.,--,Orthodox,17.0,5.0,0.0,
JR,Coughran,Bam Bam,"5' 6\"",145 lbs.,--,Orthodox,4.0,1.0,0.0,
Rashad,Coulter,Daywalker,"5' 11\"",205 lbs.,"76.0\"",Orthodox,9.0,4.0,0.0,
Dave,Courchaine,,"5' 8\"",170 lbs.,--,,20.0,7.0,0.0,
Randy,Couture,The Natural,"6' 1\"",205 lbs.,"75.0\"",Orthodox,19.0,11.0,0.0,
Kim,Couture,Sugar Free,"5' 8\"",135 lbs.,--,Orthodox,3.0,8.0,0.0,
Ryan,Couture,,"5' 10\"",155 lbs.,"73.0\"",Orthodox,11.0,5.0,0.0,
Nikk,Covert,The Brick,"5' 8\"",185 lbs.,--,,3.0,4.0,0.0,
Colby,Covington,Chaos,"5' 11\"",170 lbs.,"72.0\"",Orthodox,17.0,3.0,0.0,
Hailey,Cowan,All Hail,"5' 8\"",135 lbs.,"67.0\"",Southpaw,7.0,3.0,0.0,
Jeff,Cox,The Grinder,"5' 10\"",155 lbs.,--,Orthodox,10.0,7.0,0.0,
Nathan,Coy,Soulforce,"5' 10\"",170 lbs.,"69.0\"",Southpaw,15.0,7.0,0.0,
Andrew,Craig,Highlight,"6' 1\"",170 lbs.,"76.0\"",Orthodox,9.0,4.0,0.0,
Paul,Craig,Bearjew,"6' 3\"",185 lbs.,"76.0\"",Orthodox,17.0,6.0,1.0,
Dan,Cramer,,"6' 2\"",170 lbs.,--,Orthodox,11.0,4.0,0.0,
Alberto,Crane,,"5' 5\"",155 lbs.,--,Orthodox,15.0,5.0,0.0,
Tim,Credeur,,"6' 3\"",185 lbs.,"75.0\"",Orthodox,12.0,4.0,0.0,
Paul,Creighton,,"5' 6\"",155 lbs.,--,Southpaw,3.0,1.0,0.0,
Helena,Crevar,,--,--,--,,0.0,0.0,0.0,
Alexander,Crispim,,--,145 lbs.,--,,8.0,6.0,0.0,
Alex,Crispin,,--,155 lbs.,--,,0.0,1.0,0.0,
Kevin,Croom,Crash,"5' 11\"",135 lbs.,"73.0\"",Orthodox,21.0,15.0,0.0,
Ken,Cross,The Boss,"6' 0\"",155 lbs.,"72.0\"",Southpaw,11.0,3.0,0.0,
Jeff,Crotty,,--,155 lbs.,--,,1.0,1.0,0.0,
Allen,Crowder,Pretty Boy,"6' 3\"",245 lbs.,"76.0\"",Orthodox,10.0,4.0,0.0,
Daron,Cruickshank,Detroit Superstar,"5' 8\"",155 lbs.,"72.0\"",Switch,18.0,10.0,0.0,
Richard,Crunkilton,Cleat,"5' 7\"",155 lbs.,--,Orthodox,19.0,4.0,0.0,
Jimmy,Crute,,"6' 2\"",205 lbs.,"74.0\"",Orthodox,12.0,4.0,1.0,
Marcio,Cruz,Pe de Pano,"6' 4\"",232 lbs.,--,Orthodox,8.0,3.0,0.0,
Dominick,Cruz,The Dominator,"5' 8\"",135 lbs.,"68.0\"",Orthodox,24.0,4.0,0.0,
Aalon,Cruz,,"6' 0\"",145 lbs.,"78.0\"",Switch,8.0,4.0,0.0,
Timothy,Cuamba,Twilight Timmy,--,145 lbs.,--,,6.0,1.0,0.0,
Jay,Cucciniello,,"5' 7\"",155 lbs.,--,Orthodox,8.0,1.0,0.0,
Emilio,Cuellar,Show Kid,--,125 lbs.,--,,6.0,1.0,0.0,
Josh,Culibao,Kuya,"5' 10\"",145 lbs.,"73.0\"",Orthodox,11.0,2.0,1.0,
Chris,Culley,,--,145 lbs.,--,,20.0,15.0,0.0,
Abel,Cullum,The Silent Assassin,"5' 7\"",139 lbs.,--,Orthodox,20.0,6.0,0.0,
Zak,Cummings,,"6' 0\"",205 lbs.,"75.0\"",Southpaw,25.0,7.0,0.0,
Everett,Cummings,,--,205 lbs.,--,,12.0,0.0,0.0,
Patrick,Cummins,Durkin,"6' 2\"",205 lbs.,"76.0\"",Orthodox,10.0,7.0,0.0,
Luke,Cummo,,"6' 0\"",170 lbs.,"74.0\"",Orthodox,6.0,6.0,0.0,
Hugo,Cunha,Silverback,"6' 4\"",250 lbs.,--,,6.0,0.0,0.0,
Alton,Cunningham,The Bo-Man,"6' 2\"",205 lbs.,"77.0\"",Orthodox,4.0,2.0,0.0,
AJ,Cunningham,The Savage,--,145 lbs.,--,,10.0,2.0,0.0,
Santo,Curatolo,,"5' 3\"",125 lbs.,"62.0\"",Southpaw,6.0,2.0,0.0,
Larry,Cureton,,"6' 2\"",240 lbs.,--,Orthodox,0.0,2.0,0.0,
Jeff,Curran,Big Frog,"5' 6\"",135 lbs.,"69.0\"",Orthodox,36.0,18.0,1.0,
Kailin,Curran,,"5' 4\"",115 lbs.,"65.0\"",Orthodox,4.0,5.0,0.0,
Pat,Curran,Paddy Mike,"5' 9\"",145 lbs.,--,,22.0,7.0,0.0,
Chris,Curtis,Action-Man,"5' 10\"",185 lbs.,"75.0\"",Orthodox,30.0,10.0,0.0,
Ion,Cutelaba,The Hulk,"6' 1\"",205 lbs.,"75.0\"",Southpaw,17.0,9.0,1.0,
Gleidson,Cutis,Poney,"5' 9\"",155 lbs.,--,Orthodox,7.0,4.0,0.0,
Sarah,D'alelio,The Monster,"5' 7\"",145 lbs.,--,,11.0,7.0,0.0,
Marcos,da Matta,Parrumpinha,"5' 4\"",145 lbs.,--,,11.0,3.0,0.0,
Henrique,da Silva,Frankenstein,"6' 3\"",205 lbs.,"76.0\"",Orthodox,14.0,5.0,0.0,
Alex,Da Silva,Leko,"5' 8\"",155 lbs.,"73.0\"",Orthodox,21.0,4.0,0.0,
Igor,Da Silva,,--,125 lbs.,--,,7.0,0.0,0.0,
Henrique,Da Silva Lopes,Montanha,"6' 3\"",240 lbs.,--,,5.0,2.0,0.0,
Daermisi,Zhawupasi,,"5' 8\"",135 lbs.,"68.0\"",Switch,7.0,0.0,0.0,
