First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Michel,Batista,,"6' 3\"",260 lbs.,--,Orthodox,4.0,1.0,0.0,
Bryan,Battle,Pooh Bear,"6' 1\"",170 lbs.,"77.0\"",Orthodox,10.0,2.0,0.0,
Alan,Baudot,The Black Samourai,"6' 3\"",243 lbs.,"79.0\"",Orthodox,8.0,4.0,0.0,
Mario,Bautista,,"5' 9\"",135 lbs.,"69.0\"",Switch,12.0,2.0,0.0,
Chris,Beal,Real Deal,"5' 7\"",125 lbs.,"69.0\"",Orthodox,10.0,5.0,0.0,
Donovan,Beard,The Highlight Reel,"6' 2\"",185 lbs.,"78.0\"",Orthodox,7.0,2.0,0.0,
Rudy,Bears,,"5' 11\"",170 lbs.,--,Southpaw,16.0,15.0,0.0,
Salvador,Becerra,,"5' 9\"",155 lbs.,--,,5.0,2.0,0.0,
Ariel,Beck,,"5' 6\"",125 lbs.,"66.0\"",Southpaw,4.0,5.0,0.0,
Jeff,Bedard,Little Popeye,"5' 6\"",145 lbs.,--,Orthodox,13.0,3.0,0.0,
Eric,Bedard,Lucky Strikes,"6' 2\"",239 lbs.,--,,6.0,7.0,0.0,
Johnny,Bedford,Brutal,"5' 10\"",135 lbs.,"71.0\"",Orthodox,21.0,13.0,1.0,
Rolando,Bedoya,The Machine,"5' 11\"",170 lbs.,"74.0\"",Orthodox,14.0,2.0,0.0,
Chase,Beebe,,"5' 7\"",135 lbs.,"67.0\"",Orthodox,24.0,13.0,1.0,
Lyle,Beerbohm,Fancy Pants,"5' 10\"",155 lbs.,--,Southpaw,24.0,3.0,0.0,
Allan,Begosso,Mini,"5' 5\"",135 lbs.,"66.0\"",Orthodox,7.0,2.0,1.0,
Mirsad,Bektic,,"5' 8\"",145 lbs.,"70.0\"",Orthodox,13.0,4.0,0.0,
Diana,Belbita,The Warrior Princess,"5' 7\"",115 lbs.,"68.0\"",Orthodox,15.0,7.0,0.0,
Alan,Belcher,The Talent,"6' 2\"",185 lbs.,"75.0\"",Orthodox,18.0,8.0,0.0,
Vitor,Belfort,The Phenom,"6' 0\"",185 lbs.,"74.0\"",Southpaw,26.0,14.0,0.0,
Yousri,Belgaroui,Baby Face Assassin,--,185 lbs.,--,,5.0,2.0,0.0,
Rodolfo,Bellato,Trator,"6' 3\"",205 lbs.,"75.0\"",Orthodox,8.0,2.0,0.0,
Danilo,Belluardo,Caterpillar,"6' 0\"",155 lbs.,"74.0\"",Southpaw,12.0,5.0,0.0,
Joey,Beltran,The Mexicutioner,"6' 1\"",185 lbs.,"75.0\"",Orthodox,17.0,14.0,0.0,
Marco,Beltran,Psycho,"5' 8\"",125 lbs.,"69.0\"",Orthodox,8.0,6.0,0.0,
Joseph,Benavidez,,"5' 4\"",125 lbs.,"65.0\"",Southpaw,28.0,8.0,0.0,
Mike,Bencic,Batman,"6' 0\"",215 lbs.,--,Orthodox,1.0,2.0,0.0,
Dave,Beneteau,Dangerous,"6' 2\"",250 lbs.,--,Orthodox,6.0,5.0,1.0,
Karla,Benitez,,"5' 3\"",113 lbs.,--,,14.0,11.0,1.0,
Gabriel,Benitez,Moggly,"5' 8\"",155 lbs.,"71.0\"",Southpaw,23.0,11.0,0.0,
Charles,Bennett,Krazy Horse,"5' 8\"",155 lbs.,--,Orthodox,30.0,33.0,2.0,
Josh,Bennett,,"6' 4\"",259 lbs.,--,Orthodox,11.0,14.0,0.0,
DeAnna,Bennett,The Argentine Assassin,"5' 4\"",125 lbs.,"68.0\"",Orthodox,8.0,3.0,1.0,
Lance,Benoist,,"5' 11\"",170 lbs.,"72.0\"",Southpaw,7.0,2.0,0.0,
Joe,Benoit,,"5' 9\"",170 lbs.,--,Orthodox,11.0,4.0,0.0,
Ryan,Benoit,Baby Face,"5' 5\"",125 lbs.,"68.0\"",Orthodox,10.0,8.0,0.0,
Pat,Benson,,"5' 9\"",155 lbs.,--,,3.0,5.0,3.0,
Len,Bentley,,"5' 9\"",155 lbs.,--,,10.0,6.0,0.0,
Steve,Berger,The Red Nosed Pitbull,"5' 11\"",170 lbs.,--,Orthodox,21.0,23.0,2.0,
Kenneth,Bergh,,"6' 2\"",205 lbs.,"74.0\"",Orthodox,8.0,0.0,0.0,
Bret,Bergmark,The Angry Hick,"5' 9\"",170 lbs.,--,,6.0,1.0,1.0,
Keith,Berish,Sha Bang Bang,"6' 0\"",205 lbs.,--,Orthodox,5.0,1.0,0.0,
Dennis,Bermudez,The Menace,"5' 6\"",155 lbs.,"66.0\"",Orthodox,17.0,9.0,0.0,
Manny,Bermudez,The Bermudez Triangle,"5' 10\"",145 lbs.,"71.0\"",Orthodox,14.0,2.0,0.0,
Talita,Bernardo,,"5' 4\"",135 lbs.,"68.0\"",Orthodox,6.0,4.0,0.0,
Dave,Berry,,--,--,--,,0.0,1.0,0.0,
Keith,Berry,,"6' 1\"",185 lbs.,--,,15.0,14.0,1.0,
Dieusel,Berto,,"5' 9\"",200 lbs.,--,,0.0,3.0,0.0,
Edson,Berto,Little Tiger,"5' 6\"",155 lbs.,--,Orthodox,17.0,12.0,1.0,
Allen,Berube,Monstah Lobstah,"5' 8\"",155 lbs.,--,Orthodox,4.0,3.0,0.0,
Anton,Berzin,The Body Snatcher,"6' 2\"",205 lbs.,--,Orthodox,5.0,1.0,0.0,
Scott,Bessac,,"6' 4\"",245 lbs.,--,,4.0,6.0,0.0,
Matt,Bessette,The Mangler,"5' 10\"",145 lbs.,"70.0\"",Orthodox,22.0,9.0,0.0,
Khadzhi,Bestaev,Best,"6' 6\"",185 lbs.,"76.0\"",,10.0,4.0,0.0,
Fernando,Bettega,,--,170 lbs.,--,,7.0,5.0,0.0,
Arjan,Bhullar,,"6' 1\"",245 lbs.,"75.0\"",Orthodox,9.0,1.0,0.0,
KB,Bhullar,The Bengal,"6' 4\"",185 lbs.,"78.0\"",Switch,8.0,2.0,0.0,
Bibulatov,Magomed,Chaborz,"5' 5\"",125 lbs.,"65.0\"",Orthodox,14.0,2.0,0.0,
David,Bielkheden,,"5' 10\"",155 lbs.,"71.0\"",Orthodox,24.0,12.0,0.0,
Blake,Bilder,El Animal,"5' 8\"",145 lbs.,"68.0\"",Switch,8.0,1.0,1.0,
Jonas,Bilharinho,,"5' 11\"",145 lbs.,"75.0\"",Switch,9.0,1.0,1.0,
Jeremiah,Billington,,"5' 9\"",205 lbs.,--,Orthodox,11.0,2.0,0.0,
Scott,Bills,,"5' 10\"",170 lbs.,--,,7.0,9.0,1.0,
Anthony,Birchak,El Toro,"5' 8\"",135 lbs.,"69.0\"",Orthodox,16.0,8.0,0.0,
Chris,Birchler,The Big Buck,"6' 3\"",205 lbs.,--,Switch,7.0,4.0,0.0,
Michael,Bisping,The Count,"6' 1\"",185 lbs.,"75.0\"",Orthodox,30.0,9.0,0.0,
Amaury,Bitetti,,"5' 9\"",185 lbs.,--,Orthodox,5.0,2.0,0.0,
Caio,Bittencourt,Leao,"6' 0\"",185 lbs.,"75.0\"",Orthodox,14.0,7.0,0.0,
Simon,Biyong,,--,205 lbs.,--,,7.0,1.0,0.0,
Jan,Blachowicz,,"6' 2\"",205 lbs.,"78.0\"",Orthodox,29.0,9.0,1.0,
Jason,Black,The Black Legion,"5' 8\"",155 lbs.,--,Orthodox,23.0,4.0,1.0,
Brad,Blackburn,Bad Brad,"5' 10\"",170 lbs.,"73.0\"",Orthodox,18.0,13.0,1.0,
Jason,Blackford,,--,--,--,,3.0,3.0,0.0,
Tom,Blackledge,,--,205 lbs.,--,Orthodox,10.0,7.0,0.0,
Sherrard,Blackledge,The Thriller,"5' 11\"",155 lbs.,"75.0\"",Orthodox,5.0,1.0,0.0,
Da'Mon,Blackshear,The Monster,"5' 10\"",135 lbs.,"72.0\"",Switch,13.0,5.0,1.0,
Erin,Blanchfield,Cold Blooded,"5' 4\"",125 lbs.,"66.0\"",Orthodox,11.0,1.0,0.0,
Maximo,Blanco,Maxi,"5' 8\"",145 lbs.,"71.0\"",Orthodox,12.0,8.0,1.0,
David,Blanco,,"5' 7\"",145 lbs.,--,,2.0,0.0,0.0,
Curtis,Blaydes,Razor,"6' 4\"",265 lbs.,"80.0\"",Orthodox,17.0,4.0,0.0,
Tereza,Bleda,,"5' 9\"",125 lbs.,"71.0\"",Orthodox,7.0,1.0,0.0,
Arlene,Blencowe,Angerfist,"5' 5\"",145 lbs.,--,,9.0,6.0,0.0,
Byron,Bloodworth,,"5' 8\"",135 lbs.,--,Orthodox,6.0,3.0,0.0,
Dashawn,Boatwright,"Buck, the 400-pound Silverback","6' 0\"",205 lbs.,--,Orthodox,3.0,1.0,0.0,
Dan,Bobish,,"6' 2\"",345 lbs.,--,Southpaw,17.0,9.0,0.0,
Mark,Bocek,,"5' 8\"",155 lbs.,"75.0\"",Orthodox,12.0,5.0,0.0,
Kyle,Bochniak,Killer B,"5' 7\"",145 lbs.,"70.0\"",Orthodox,8.0,5.0,0.0,
James,Bochnovic,,"6' 4\"",205 lbs.,"81.0\"",Orthodox,8.0,3.0,0.0,
Jeremy,Boczulak,,--,--,--,,0.0,2.0,0.0,
Tim,Boetsch,The Barbarian,"6' 0\"",185 lbs.,"74.0\"",Orthodox,21.0,13.0,0.0,
Galore,Bofando,,"5' 11\"",170 lbs.,"72.0\"",Switch,5.0,3.0,0.0,
Jay,Bogan,,--,145 lbs.,--,,6.0,6.0,0.0,
Roman,Bogatov,,"5' 8\"",155 lbs.,"73.0\"",Orthodox,10.0,1.0,0.0,
Derek,Bohi,Marshmallow,"6' 4\"",260 lbs.,--,,8.0,5.0,0.0,
Jerry,Bohlander,,"5' 11\"",199 lbs.,--,Orthodox,11.0,4.0,0.0,
Mandy,Bohm,Monster,"5' 7\"",125 lbs.,"71.0\"",Orthodox,8.0,2.0,0.0,
Kotetsu,Boku,,"5' 9\"",154 lbs.,--,Orthodox,25.0,11.0,2.0,
Gaston,Bolanos,The Dreamkiller,"5' 7\"",135 lbs.,"69.0\"",Orthodox,7.0,3.0,0.0,
Kyle,Bolt,,"6' 2\"",185 lbs.,--,,8.0,4.0,0.0,
Denys,Bondar,Psycho,"5' 6\"",125 lbs.,"69.0\"",Orthodox,16.0,5.0,0.0,
Luc,Bondole,,"6' 2\"",205 lbs.,--,,5.0,2.0,2.0,
Tony,Bonello,The Gun,"6' 2\"",185 lbs.,--,,16.0,3.0,1.0,
Gabriel,Bonfim,Marretinha,"6' 1\"",170 lbs.,"72.0\"",Orthodox,14.0,0.0,0.0,
Ismael,Bonfim,Marreta,"5' 8\"",155 lbs.,"71.0\"",Orthodox,19.0,4.0,0.0,
Jesse,Bongfeldt,Water,"6' 0\"",185 lbs.,--,Orthodox,16.0,5.0,1.0,
Marcos,Bonilla,Murder Marx,"5' 10\"",145 lbs.,--,,4.0,4.0,0.0,
Stephan,Bonnar,The American Psycho,"6' 4\"",205 lbs.,"79.0\"",Orthodox,15.0,9.0,0.0,
Rogerio,Bontorin,,"5' 5\"",125 lbs.,"67.0\"",Orthodox,16.0,4.0,0.0,
Ray,Borg,The Tazmexican Devil,"5' 4\"",135 lbs.,"63.0\"",Orthodox,13.0,5.0,0.0,
Igor,Borisov,,"6' 0\"",235 lbs.,--,Orthodox,1.0,1.0,0.0,
Kevin,Borjas,El Gallo Negro,--,125 lbs.,--,,8.0,1.0,0.0,
Calen,Born,,"5' 8\"",170 lbs.,"72.0\"",Switch,7.0,1.0,0.0,
Caio,Borralho,The Natural,"5' 10\"",185 lbs.,"75.0\"",Southpaw,14.0,1.0,0.0,
Zachary,Borrego,The Dragon,"6' 2\"",185 lbs.,"78.0\"",Switch,3.0,1.0,0.0,
Viacheslav,Borshchev,Slava Claus,"5' 11\"",155 lbs.,"69.0\"",Orthodox,7.0,3.0,0.0,
Tanner,Boser,The Bulldozer,"6' 2\"",205 lbs.,"75.0\"",Orthodox,20.0,10.0,1.0,
Steve,Bosse,The Boss,"5' 11\"",205 lbs.,"72.0\"",Orthodox,12.0,2.0,0.0,
Marcus,Bossett,The Grasshopper,"6' 1\"",215 lbs.,--,Orthodox,1.0,3.0,0.0,
Chris,Bostick,,--,--,--,,6.0,3.0,0.0,
Poliana,Botelho,,"5' 8\"",125 lbs.,"67.0\"",Orthodox,8.0,5.0,0.0,
Francois,Botha,White Buffalo,"6' 2\"",260 lbs.,--,Orthodox,0.0,1.0,0.0,
Gregory,Bouchelaghem,,"6' 2\"",183 lbs.,--,Switch,5.0,4.0,0.0,
Roy,Boughton,Black Dynamite,"6' 0\"",205 lbs.,--,,14.0,8.0,0.0,
Rich,Bouphanouvong,,"5' 7\"",170 lbs.,--,,1.0,4.0,0.0,
Mike,Bourke,The Rhino,"6' 0\"",275 lbs.,--,Orthodox,10.0,16.0,1.0,
Jess,Bouscal,,--,155 lbs.,--,,3.0,2.0,0.0,
Tai,Bowden,,"5' 11\"",230 lbs.,--,,1.0,1.0,0.0,
Melton,Bowen,The Punisher,"6' 0\"",225 lbs.,--,Orthodox,0.0,1.0,0.0,
Kyron,Bowen,Bullseye,"6' 3\"",185 lbs.,"73.0\"",Orthodox,9.0,5.0,0.0,
Brian,Bowles,,"5' 7\"",135 lbs.,"70.0\"",Orthodox,10.0,3.0,0.0,
Roger,Bowling,Relentless,"5' 9\"",155 lbs.,"68.0\"",Orthodox,12.0,6.0,0.0,
Blake,Bowman,,"6' 2\"",170 lbs.,--,,2.0,6.0,0.0,
Ashe,Bowman,The Archer,"5' 9\"",155 lbs.,--,,9.0,11.0,0.0,
Anvar,Boynazarov,The Uzbek,"5' 9\"",145 lbs.,--,Orthodox,3.0,1.0,0.0,
Colley,Bradford,,"5' 7\"",145 lbs.,--,,0.0,1.0,0.0,
Kyle,Bradley,,"5' 9\"",155 lbs.,"71.0\"",Orthodox,19.0,12.0,0.0,
Paul,Bradley,The Gentleman,"5' 9\"",170 lbs.,--,Orthodox,23.0,8.0,0.0,
Sean,Brady,,"5' 10\"",170 lbs.,"72.0\"",Orthodox,15.0,1.0,0.0,
Ebenezer Fontes,Braga,Pitbull,"6' 0\"",199 lbs.,--,Orthodox,13.0,7.0,2.0,
Ramiz,Brahimaj,,"5' 10\"",170 lbs.,"72.0\"",Orthodox,10.0,4.0,0.0,
Joe,Brammer,The South Side Strangler,"5' 8\"",155 lbs.,--,Orthodox,7.0,3.0,1.0,
David,Branch,,"6' 1\"",185 lbs.,"78.0\"",Orthodox,22.0,6.0,0.0,
Diego,Brandao,DB,"5' 7\"",145 lbs.,"64.0\"",Orthodox,22.0,11.0,0.0,
Bruna,Brasil,,"5' 6\"",115 lbs.,"65.0\"",Orthodox,9.0,3.0,1.0,
Michael,Bravo,,--,155 lbs.,--,,7.0,4.0,0.0,
Martin,Bravo,El Toro,"5' 8\"",145 lbs.,"71.0\"",Southpaw,11.0,3.0,0.0,
Roman,Bravo-Young,,--,205 lbs.,--,,0.0,1.0,0.0,
Mike,Breeden,Money,"5' 10\"",155 lbs.,"70.0\"",Orthodox,10.0,5.0,0.0,
Tom,Breese,,"6' 3\"",185 lbs.,"73.0\"",Southpaw,12.0,3.0,0.0,
Elves,Brener,,"5' 10\"",155 lbs.,"72.0\"",Orthodox,15.0,3.0,0.0,
Chris,Brennan,The Westside Strangler,"5' 8\"",170 lbs.,--,Orthodox,21.0,13.0,1.0,
Charlie,Brenneman,The Spaniard,"5' 10\"",155 lbs.,"70.0\"",Orthodox,19.0,8.0,0.0,
Robert,Breslin,The Bullet,"5' 11\"",155 lbs.,--,,3.0,9.0,0.0,
Mack,Brewer,,--,205 lbs.,--,,0.0,1.0,0.0,
Marcos,Brigagao,Ironside,"6' 3\"",205 lbs.,"76.0\"",Southpaw,11.0,1.0,0.0,
Jason,Brilz,Hitman,"5' 11\"",205 lbs.,"71.0\"",Orthodox,22.0,6.0,1.0,
Marcus,Brimage,The Bama Beast,"5' 4\"",135 lbs.,"71.0\"",Southpaw,7.0,7.0,0.0,
Aaron,Brink,,"6' 3\"",205 lbs.,--,Orthodox,26.0,26.0,0.0,
Henry,Briones,Bure,"5' 8\"",135 lbs.,"69.0\"",Orthodox,16.0,8.0,1.0,
Marcelo,Brito,Jungle Boy,"6' 1\"",170 lbs.,--,Orthodox,13.0,8.0,0.0,
Joanderson,Brito,Tubarao,"5' 8\"",145 lbs.,"72.0\"",Orthodox,15.0,3.0,1.0,
Kaik,Brito,,--,155 lbs.,--,,16.0,4.0,0.0,
Antwain,Britt,The Juggernaut,"6' 1\"",205 lbs.,"77.0\"",,11.0,6.0,0.0,
Drew,Brokenshire,,--,--,--,,16.0,6.0,0.0,
Mike,Bronzoulis,The Greek,"6' 0\"",155 lbs.,--,,18.0,9.0,1.0,
Jonathan,Brookins,,"6' 0\"",145 lbs.,"74.0\"",Southpaw,16.0,10.0,0.0,
Will,Brooks,Ill,"5' 10\"",155 lbs.,"72.0\"",Orthodox,18.0,4.0,0.0,
Jarred,Brooks,The Monkey God,"5' 3\"",125 lbs.,"62.0\"",Switch,13.0,2.0,0.0,
Rob,Broughton,The Bear,"6' 2\"",265 lbs.,"74.0\"",Orthodox,16.0,7.0,1.0,
Lee,Brousseau,Manimal,"6' 1\"",205 lbs.,--,,5.0,3.0,0.0,
Matt,Brown,The Immortal,"6' 0\"",170 lbs.,"75.0\"",Orthodox,26.0,19.0,0.0,
Mike,Brown,,"5' 6\"",145 lbs.,"70.0\"",Orthodox,26.0,9.0,0.0,
Dominic,Brown,,"5' 11\"",190 lbs.,--,,16.0,23.0,0.0,
Todd,Brown,Bulldog,"5' 11\"",205 lbs.,--,Orthodox,16.0,4.0,0.0,
Terrell,Brown,,--,185 lbs.,--,,3.0,1.0,0.0,
Chris,Brown,,--,170 lbs.,--,,10.0,1.0,0.0,
Frederick,Brown,,"6' 0\"",235 lbs.,--,,3.0,2.0,0.0,
Randy,Brown,Rudeboy,"6' 3\"",170 lbs.,"78.0\"",Orthodox,17.0,5.0,0.0,
Damien,Brown,Beatdown,"5' 10\"",155 lbs.,"68.0\"",Orthodox,17.0,12.0,0.0,
TJ,Brown,Downtown,"5' 9\"",145 lbs.,"72.0\"",Switch,17.0,10.0,0.0,
Humberto,Brown Morrison,,"5' 10\"",145 lbs.,--,,4.0,6.0,0.0,
Travis,Browne,Hapa,"6' 6\"",255 lbs.,"79.0\"",Orthodox,18.0,7.0,1.0,
Junie,Browning,,"5' 9\"",155 lbs.,--,Orthodox,5.0,6.0,0.0,
Jules,Bruchez,,"6' 0\"",205 lbs.,--,Southpaw,1.0,2.0,0.0,
Justin,Bruckmann,Loaf,"5' 9\"",170 lbs.,--,Orthodox,7.0,3.0,0.0,
Stephanie,Bruna,Rondinha,--,115 lbs.,--,,5.0,1.0,0.0,
Cody,Brundage,,"6' 0\"",185 lbs.,"72.0\"",Orthodox,8.0,5.0,0.0,
Steve,Bruno,Hollywood,"5' 10\"",170 lbs.,--,Orthodox,15.0,6.0,0.0,
Fernando,Bruno,Acougueiro,"5' 6\"",145 lbs.,--,,15.0,4.0,0.0,
Derek,Brunson,The One,"6' 1\"",185 lbs.,"77.0\"",Southpaw,23.0,9.0,0.0,
Josh,Bryant,The Beast,"5' 10\"",185 lbs.,--,Orthodox,15.0,4.0,0.0,
Dennis,Bryant,The Beard,"6' 0\"",205 lbs.,--,Orthodox,5.0,2.0,0.0,
Lukasz,Brzeski,The Bull,"6' 4\"",236 lbs.,"78.0\"",Orthodox,8.0,3.0,1.0,
Justin,Buchholz,,"6' 0\"",155 lbs.,"73.0\"",Orthodox,15.0,10.0,0.0,
Zak,Bucia,,"5' 10\"",170 lbs.,--,,17.0,8.0,0.0,
Courtney,Buck,,"5' 10\"",135 lbs.,--,Orthodox,12.0,11.0,0.0,
Joaquin,Buckley,New Mansa,"5' 10\"",170 lbs.,"76.0\"",Southpaw,16.0,6.0,0.0,
Martin,Buday,Badys,"6' 4\"",265 lbs.,"77.0\"",Orthodox,12.0,1.0,0.0,
Julia,Budd,,"5' 7\"",145 lbs.,"67.0\"",,10.0,2.0,0.0,
Mike,Budnik,,"5' 9\"",145 lbs.,"68.0\"",Orthodox,13.0,4.0,0.0,
Francisco,Bueno,,"5' 9\"",225 lbs.,--,Orthodox,5.0,2.0,0.0,
Mayra,Bueno Silva,Sheetara,"5' 6\"",135 lbs.,"66.0\"",Orthodox,11.0,2.0,1.0,
Paul,Buentello,The Headhunter,"6' 2\"",245 lbs.,"77.0\"",Orthodox,35.0,17.0,0.0,
Modestas,Bukauskas,The Baltic Gladiator,"6' 3\"",205 lbs.,"78.0\"",Switch,15.0,5.0,0.0,
Lee Kwan,Bum,,"6' 2\"",286 lbs.,--,Orthodox,0.0,1.0,0.0,
Josh,Bumgarner,,"6' 1\"",170 lbs.,--,,6.0,4.0,0.0,
Shawn,Bunch,Bunch the Great,"5' 5\"",135 lbs.,--,,7.0,3.0,0.0,
Felipe,Bunes,Felipinho,"5' 7\"",125 lbs.,"69.0\"",Orthodox,13.0,6.0,0.0,
Shane,Burgos,Hurricane,"5' 11\"",145 lbs.,"75.0\"",Orthodox,15.0,3.0,0.0,
Joshua,Burkman,The People's Warrior,"5' 10\"",170 lbs.,"72.0\"",Orthodox,28.0,16.0,0.0,
Justin,Burlinson,,"6' 1\"",170 lbs.,"74.0\"",Switch,6.0,1.0,0.0,
Mads,Burnell,,"5' 8\"",145 lbs.,"69.0\"",Orthodox,9.0,3.0,0.0,
Mikey,Burnett,The Eastside Assassin,"5' 6\"",170 lbs.,--,Orthodox,5.0,2.0,0.0,
Kevin,Burns,The Fire,"5' 10\"",170 lbs.,"74.0\"",Orthodox,12.0,7.0,0.0,
Gilbert,Burns,Durinho,"5' 10\"",170 lbs.,"71.0\"",Orthodox,22.0,6.0,0.0,
Josh,Burns,The Hammer,"6' 1\"",244 lbs.,--,,8.0,10.0,0.0,
Herbert,Burns,The Blaze,"5' 9\"",145 lbs.,"73.0\"",Orthodox,11.0,4.0,0.0,
Derrick,Burnsed,,--,155 lbs.,--,,1.0,0.0,3.0,
Nah-Shon,Burrell,The Rock n Rolla,"5' 11\"",170 lbs.,--,Orthodox,15.0,7.0,0.0,
Martin,Buschkamp,,"5' 9\"",145 lbs.,--,Orthodox,9.0,0.0,0.0,
George,Bush,,"6' 1\"",205 lbs.,--,,5.0,2.0,0.0,
Bubba,Bush,The Fightin' Texas Aggie,"6' 0\"",185 lbs.,--,Orthodox,8.0,3.0,0.0,
Dakota,Bush,,"5' 10\"",155 lbs.,"73.0\"",Orthodox,8.0,4.0,0.0,
Murilo,Bustamante,,"6' 2\"",183 lbs.,--,Orthodox,15.0,8.0,1.0,
Nick,Bustamante,,"5' 9\"",170 lbs.,--,,5.0,3.0,0.0,
Eduardo,Bustillos,,"5' 8\"",135 lbs.,--,,5.0,3.0,0.0,
Jason,Butcher,,"6' 3\"",185 lbs.,--,,10.0,2.0,0.0,
Todd,Butler,,"6' 1\"",200 lbs.,--,Southpaw,1.0,4.0,0.0,
Goldman,Butler,,--,--,--,,1.0,4.0,0.0,
Ian,Butler,,"5' 8\"",155 lbs.,--,,3.0,3.0,0.0,
Raphael,Butler,The Silencer,"6' 3\"",261 lbs.,--,,9.0,2.0,1.0,
Jesse,Butler,,"5' 10\"",145 lbs.,"73.0\"",Orthodox,12.0,5.0,0.0,
JP,Buys,Young Savage,"5' 5\"",135 lbs.,"67.0\"",Orthodox,9.0,5.0,0.0,
Dennis,Buzukja,The Great,"5' 9\"",145 lbs.,"70.0\"",Switch,8.0,2.0,0.0,
Charles,Byrd,Kid Dynamite,"5' 10\"",185 lbs.,"73.0\"",Orthodox,10.0,7.0,0.0,
